Date,Open,High,Low,Close,Adj Close,Volume
20-02-2015,147.2700043,148.7200012,146.5800018,148.7200012,148.7200012,4877600
23-02-2015,148.1999969,148.4499969,146.8200073,147.3699951,147.3699951,3775500
24-02-2015,147.5,149.3600006,147.25,148.9499969,148.9499969,2914700
25-02-2015,149.3899994,149.3899994,148.4700012,148.7799988,148.7799988,2671900
26-02-2015,148.5500031,148.9700012,147.8999939,148.3399963,148.3399963,2549800
27-02-2015,148.2200012,148.3200073,147.0500031,147.4100037,147.4100037,3377400
02-03-2015,147.7100067,147.9799957,145.8899994,147.0800018,147.0800018,4896700
03-03-2015,146.7899933,146.9400024,145.0599976,145.9299927,145.9299927,3969600
04-03-2015,145.1999969,145.5099945,144.0700073,144.9199982,144.9199982,3250100
05-03-2015,145.4100037,146.25,144.8300018,146.0599976,146.0599976,2711700
06-03-2015,146.1399994,147.4799957,145.1000061,145.2799988,145.2799988,4099400
09-03-2015,145.5,146.5299988,145.25,146.1300049,146.1300049,2608800
10-03-2015,145.4199982,145.4400024,143.1799927,143.1900024,143.1900024,5258200
11-03-2015,143.4799957,144.2400055,143.2400055,143.4400024,143.4400024,2893800
12-03-2015,144.3399963,145.7299957,144.0099945,145.6699982,145.6699982,3539600
13-03-2015,145.2799988,145.5,143.2700043,143.9700012,143.9700012,3320700
16-03-2015,144.9199982,146.0700073,144.7799988,145.9799957,145.9799957,3858600
17-03-2015,145.0899963,145.4700012,143.9400024,144.75,144.75,2580000
18-03-2015,144.5599976,146.5500031,143.9400024,146,146,3490600
19-03-2015,145.6399994,146,144.4499969,144.8800049,144.8800049,2633800
20-03-2015,145.2299957,145.8200073,144.8899994,145.5299988,145.5299988,5858700
23-03-2015,145.4799957,146.2899933,145.0200043,145.5599976,145.5599976,3046900
24-03-2015,145.2599945,145.4600067,144.2400055,144.2899933,144.2899933,2764500
25-03-2015,144.6799927,144.9299927,143.5599976,143.5599976,143.5599976,3993400
26-03-2015,142.6999969,143.7100067,142.5,143.0299988,143.0299988,3549800
27-03-2015,143.4799957,143.9100037,142.8999939,143.8899994,143.8899994,3480700
30-03-2015,144.4700012,146.1199951,144.1499939,145.9799957,145.9799957,3348900
31-03-2015,145.7599945,145.7700043,144.2599945,144.3200073,144.3200073,3600200
01-04-2015,144.3399963,144.6300049,143.3899994,143.4499969,143.4499969,3693600
02-04-2015,143.5899963,143.8999939,143.1499939,143.5599976,143.5599976,2336100
06-04-2015,143,144.4499969,142.5700073,143.7599945,143.7599945,2446900
07-04-2015,143.5599976,144.0200043,143,143.0599976,143.0599976,2760900
08-04-2015,143.1000061,143.7799988,142.8200073,143.2799988,143.2799988,4775700
09-04-2015,143.0200043,143.6999969,142.7799988,143.6499939,143.6499939,2821000
10-04-2015,143.4199982,143.75,143.0200043,143.5,143.5,2353800
13-04-2015,143.2799988,143.9499969,143,143.4600067,143.4600067,2149500
14-04-2015,143.6499939,143.7700043,142.1199951,142.75,142.75,2929700
15-04-2015,142.7299957,143.4799957,142.5800018,142.7100067,142.7100067,2620700
16-04-2015,142.5,142.8000031,141.6999969,142.1000061,142.1000061,2693100
17-04-2015,141.1999969,141.5399933,140.3300018,140.6999969,140.6999969,4613700
20-04-2015,141.6900024,142.4100037,141.5099945,142.0899963,142.0899963,2669600
21-04-2015,142.3999939,142.4700012,141.1199951,141.1399994,141.1399994,3008200
22-04-2015,141.4100037,142.2200012,141.0899963,141.9900055,141.9900055,2629400
23-04-2015,141.9499969,143.0200043,141.6300049,142.4299927,142.4299927,2630700
24-04-2015,142,142.5500031,141.75,142.0899963,142.0899963,2255500
27-04-2015,142.2799988,142.3600006,140.8699951,141.0899963,141.0899963,3210600
28-04-2015,140.8099976,142.6300049,140.5899963,142.5200043,142.5200043,2564700
29-04-2015,141.6300049,142.7599945,141.5700073,142.4100037,142.4100037,3127000
30-04-2015,141.7799988,142.5700073,140.9299927,141.2100067,141.2100067,3554600
01-05-2015,142,143.3600006,141.7899933,143.3600006,143.3600006,2797900
04-05-2015,144.9499969,146.3300018,144,146.1499939,146.1499939,4229400
05-05-2015,145.9100037,146.4199982,144.5099945,144.5599976,144.5599976,2993500
06-05-2015,145,145.4400024,142.9400024,143.7799988,143.7799988,3320500
07-05-2015,143.4100037,145.5200043,143.3600006,145.3099976,145.3099976,3314300
08-05-2015,146.5599976,148.4199982,146.3999939,148.3099976,148.3099976,5277900
11-05-2015,148.5,148.5700073,146,146.1699982,146.1699982,3814700
12-05-2015,145.3500061,145.3899994,144.0299988,144.7899933,144.7899933,2823200
13-05-2015,144.1600037,144.7299957,144.0200043,144.2599945,144.2599945,2621700
14-05-2015,145.2200012,145.8300018,144.5200043,145.7799988,145.7799988,2326400
15-05-2015,145.9299927,146.0899963,144.6499939,145.2599945,145.2599945,2423500
18-05-2015,145.3899994,145.8999939,145.0399933,145.8300018,145.8300018,2266200
19-05-2015,145.8300018,147,145.2599945,146.5399933,146.5399933,2635700
20-05-2015,146.4100037,146.4400024,145.6399994,145.9400024,145.9400024,2239100
21-05-2015,145.6000061,145.9299927,145.1600037,145.2700043,145.2700043,2293900
22-05-2015,145.1000061,145.2700043,144.5299988,144.6000061,144.6000061,2188300
26-05-2015,144.4400024,144.9100037,143.5599976,143.6300049,143.6300049,3299400
27-05-2015,143.7100067,145.1499939,143.5800018,144.75,144.75,2275400
28-05-2015,144.9299927,145.1000061,144.0099945,144.7400055,144.7400055,2300000
29-05-2015,144.8699951,144.9900055,143,143,143,3641100
01-06-2015,143.2599945,144.0700073,143.0599976,143.3500061,143.3500061,2579400
02-06-2015,143.1999969,143.3500061,142.2799988,143.0299988,143.0299988,2737900
03-06-2015,143.4299927,143.7299957,142.5599976,143.1900024,143.1900024,2288300
04-06-2015,142.5700073,142.8999939,141.2299957,141.3699951,141.3699951,3369100
05-06-2015,141.5099945,141.8099976,140.5200043,140.7599945,140.7599945,3343900
08-06-2015,140.4299927,140.6999969,139.5200043,139.5200043,139.5200043,2998600
09-06-2015,139.2100067,140.3899994,139.1399994,139.6300049,139.6300049,2612800
10-06-2015,140,141.5,139.6799927,140.8600006,140.8600006,3156700
11-06-2015,141.4299927,141.6100006,140.6000061,141.3600006,141.3600006,2436000
12-06-2015,141.1199951,141.1499939,139.7799988,140.2899933,140.2899933,2768400
15-06-2015,139.7200012,139.9600067,138.7799988,139.3999939,139.3999939,2859500
16-06-2015,139.4700012,139.7299957,138.9199982,139.7100067,139.7100067,2369900
17-06-2015,139.8500061,140.5599976,139.1600037,139.9700012,139.9700012,2280200
18-06-2015,140.25,142.8099976,140.1999969,142.6699982,142.6699982,4583700
19-06-2015,142.1799927,142.9600067,140.9600067,140.9600067,140.9600067,6044000
22-06-2015,142,142.5399933,141.1100006,141.5299988,141.5299988,2339300
23-06-2015,141.6199951,142.1499939,140.9499969,141.3300018,141.3300018,1974500
24-06-2015,140.75,141.4100037,140.0899963,140.0899963,140.0899963,2709400
25-06-2015,140.0599976,140.6499939,139.4499969,139.4499969,139.4499969,2616700
26-06-2015,139.9199982,140.1600037,139.1199951,139.7799988,139.7799988,4480200
29-06-2015,139,139.2400055,136.4199982,136.5099945,136.5099945,6703700
30-06-2015,137.5200043,137.8000031,136.0800018,136.1100006,136.1100006,5160300
01-07-2015,137.6999969,138.3000031,136.7400055,137.5200043,137.5200043,3244900
02-07-2015,137.8999939,138.1600037,137.0599976,137.3899994,137.3899994,2823700
06-07-2015,136.1300049,137.4199982,136.0399933,136.8899994,136.8899994,2962100
07-07-2015,137.3000031,138.6499939,136.0399933,138.4400024,138.4400024,4642300
08-07-2015,137.5500031,137.9600067,136.75,136.8999939,136.8999939,3642300
09-07-2015,138.0099945,138.8399963,137.9400024,138.25,138.25,3574900
10-07-2015,139.5099945,140.3000031,138.9600067,139.7299957,139.7299957,3774900
13-07-2015,140.8000031,141.4900055,140.4499969,141.3899994,141.3899994,3139800
14-07-2015,141.1399994,141.6399994,140.9199982,141.1199951,141.1199951,2415200
15-07-2015,141.3699951,142.6399994,141.1999969,142.6100006,142.6100006,2995300
16-07-2015,143.1499939,143.9199982,143,143.9199982,143.9199982,3179600
17-07-2015,143.7200012,144,143.4400024,143.8800049,143.8800049,2982900
20-07-2015,143.9600067,144.6900024,143.7100067,144.5099945,144.5099945,2467500
21-07-2015,144.2299957,144.6000061,143.0800018,143.6000061,143.6000061,3116500
22-07-2015,143.5500031,144,143.0599976,143.5200043,143.5200043,2578000
23-07-2015,143.2700043,143.4100037,142.0599976,142.1799927,142.1799927,2322700
24-07-2015,142,142.3600006,141.1900024,141.25,141.25,2363300
27-07-2015,141.1399994,141.3699951,140.4199982,140.7200012,140.7200012,2903600
28-07-2015,141.5899963,143.5899963,141.1300049,143.2200012,143.2200012,3252700
29-07-2015,143.25,143.6900024,142.6100006,142.9199982,142.9199982,2555800
30-07-2015,142.8099976,143.0599976,142.1100006,142.8500061,142.8500061,2018300
31-07-2015,143.3099976,143.75,142.6000061,142.7400055,142.7400055,3074100
03-08-2015,143.1100006,143.3200073,140.9199982,142.3300018,142.3300018,2540700
04-08-2015,142.2200012,143.0599976,142.0099945,142.6799927,142.6799927,2618000
05-08-2015,143.3200073,143.9900055,143.2200012,143.5,143.5,2615800
06-08-2015,143.5,143.8399963,143,143.3500061,143.3500061,2418200
07-08-2015,142.8600006,143.6999969,142.3000031,143.5500031,143.5500031,2419000
10-08-2015,141.3699951,143.5800018,141.3099976,143.4199982,143.4199982,4278300
11-08-2015,141.8300018,143.0700073,141.6100006,142.8000031,142.8000031,3924400
12-08-2015,141.9100037,142.1499939,140.4600067,141.6000061,141.6000061,4901200
13-08-2015,141.3099976,142.6100006,140.9900055,141.9499969,141.9499969,3045200
14-08-2015,142.0500031,142.75,141.9900055,142.5700073,142.5700073,2911200
17-08-2015,142,142.4600067,141.3099976,142.3200073,142.3200073,2788100
18-08-2015,142.2899933,142.3000031,141.0200043,141.3600006,141.3600006,3334100
19-08-2015,141,141.7100067,139.75,140.4700012,140.4700012,3478300
20-08-2015,139.1999969,140,138.3500061,138.3899994,138.3899994,4050800
21-08-2015,137.2299957,138,134.1600037,134.2200012,134.2200012,9122400
24-08-2015,127.5500031,133.9700012,125.5,129.5700073,129.5700073,13820800
25-08-2015,134.4799957,134.5500031,127.4599991,127.7399979,127.7399979,8233100
26-08-2015,130.8899994,132.8800049,128.6900024,132.6100006,132.6100006,7709300
27-08-2015,134.3999939,136.3099976,133.2200012,136.2299957,136.2299957,5923000
28-08-2015,135.5299988,136,134.7299957,135.7400055,135.7400055,3897800
31-08-2015,135.0899963,135.5,133.4199982,134.0399933,134.0399933,5575500
01-09-2015,131.7899933,132.2700043,129.8300018,130.4100037,130.4100037,5957900
02-09-2015,131.4100037,132.2200012,130.7599945,132.2200012,132.2200012,4080300
03-09-2015,132.7100067,133.6199951,131.6900024,132.1499939,132.1499939,3984400
04-09-2015,130.8200073,131.0800018,128.9100037,129.6399994,129.6399994,5828600
08-09-2015,132.0200043,133.0700073,131.1699982,132.8999939,132.8999939,5729300
09-09-2015,134.5,134.6600037,130.3000031,130.5899963,130.5899963,4482600
10-09-2015,130.2299957,131.7899933,130.1999969,130.6600037,130.6600037,4482400
11-09-2015,130.8800049,131.5500031,130.25,131.3699951,131.3699951,4181800
14-09-2015,131.1499939,131.6900024,130.5399933,130.8999939,130.8999939,4270000
15-09-2015,131,132.6499939,130.7599945,132.2599945,132.2599945,3189600
16-09-2015,132.2599945,132.8500061,132.0200043,132.5800018,132.5800018,3041500
17-09-2015,132.2899933,133.6000061,131.2700043,131.4700012,131.4700012,4414500
18-09-2015,130.0700073,130.9600067,128.9400024,129.1000061,129.1000061,14622800
21-09-2015,130,131.3099976,129.7200012,130.9799957,130.9799957,4804900
22-09-2015,129.5599976,129.6900024,128.3600006,129.3000031,129.3000031,4230800
23-09-2015,129.3099976,129.4900055,128.3099976,129.1600037,129.1600037,2947800
24-09-2015,128.25,129.2200012,127.75,128.8300018,128.8300018,3705600
25-09-2015,130.0299988,130.5800018,129,129.6399994,129.6399994,3487200
28-09-2015,128.5899963,129.2599945,128.3999939,128.6199951,128.6199951,4412400
29-09-2015,128.4400024,128.9600067,127.6699982,128.8099976,128.8099976,4071500
30-09-2015,129.8600006,130.3999939,128.6699982,130.3999939,130.3999939,4726900
01-10-2015,130.5500031,131.3999939,129.2799988,129.8800049,129.8800049,3962200
02-10-2015,128.5,129.9400024,127.4599991,129.8300018,129.8300018,5183800
05-10-2015,130.5,132.4400024,130.3800049,132.3800049,132.3800049,3885400
06-10-2015,132.2899933,132.4100037,130.9400024,131.1900024,131.1900024,4804800
07-10-2015,132.0500031,133.3200073,131.7599945,132.6799927,132.6799927,3423400
08-10-2015,132.2799988,134,132.2400055,133.75,133.75,2734300
09-10-2015,133.7200012,134.3800049,132.1799927,133.0299988,133.0299988,3202100
12-10-2015,133.3999939,134.0500031,132.8600006,133.3999939,133.3999939,1973600
13-10-2015,133,133.2700043,131.9100037,132.1900024,132.1900024,2802400
14-10-2015,132,132.4499969,131.0500031,131.1799927,131.1799927,3125100
15-10-2015,131.9799957,133.8300018,131.5500031,133.8000031,133.8000031,3273300
16-10-2015,134.7299957,135,132.9600067,133.8099976,133.8099976,3061800
19-10-2015,133.5,133.8899994,133.1100006,133.6199951,133.6199951,2158800
20-10-2015,133.2700043,134.3999939,133.1000061,134.1600037,134.1600037,2118000
21-10-2015,134.7100067,135.4100037,133.1100006,133.2200012,133.2200012,2396800
22-10-2015,133.6000061,137.6999969,133.6000061,137.2899933,137.2899933,4898300
23-10-2015,138,138,136.7599945,137.7799988,137.7799988,3172900
26-10-2015,137.8600006,137.9400024,136.6399994,137,137,2173300
27-10-2015,136.3999939,136.6699982,135.0700073,135.6300049,135.6300049,2278300
28-10-2015,135.8000031,138.4100037,135.4799957,138.1600037,138.1600037,3244800
29-10-2015,138.1000061,138.5,137.2299957,137.8899994,137.8899994,2089100
30-10-2015,137.5599976,137.8699951,136.0200043,136.0200043,136.0200043,4228200
02-11-2015,136.7700043,138.6199951,136.3300018,138.3999939,138.3999939,3259300
03-11-2015,138.3000031,138.4799957,137.7100067,137.9400024,137.9400024,2617800
04-11-2015,138,138.0800018,137.0599976,137.4299927,137.4299927,2606300
05-11-2015,137.4799957,138.0299988,136.3200073,136.5700073,136.5700073,2461500
06-11-2015,136.4400024,137.1900024,135.1399994,136.3300018,136.3300018,3732200
09-11-2015,136,136.1900024,133.3999939,134,134,4884600
10-11-2015,134,134.7299957,133.6399994,134.7299957,134.7299957,2932500
11-11-2015,134.9400024,135.1999969,134.1199951,134.9600067,134.9600067,2056700
12-11-2015,134.4600067,134.6300049,132.7700043,132.7799988,132.7799988,3789800
13-11-2015,132.6100006,133.5700073,131.7400055,131.9600067,131.9600067,3589400
16-11-2015,131.8200073,133.3099976,131.4700012,133.3000031,133.3000031,2965600
17-11-2015,133.8500061,133.9299927,132.6799927,133.0899963,133.0899963,2882800
18-11-2015,133.4700012,136.3800049,133.2700043,136.2200012,136.2200012,3773000
19-11-2015,136.1900024,136.8699951,135.8300018,136.6300049,136.6300049,2755700
20-11-2015,137.3399963,137.4199982,135.9600067,136.6300049,136.6300049,2921300
23-11-2015,136.2899933,136.7799988,135.8399963,135.9900055,135.9900055,2469500
24-11-2015,135.0899963,135.8800049,134.1199951,135.5399933,135.5399933,2759500
25-11-2015,135.4799957,136,134.8399963,135.1300049,135.1300049,2137400
27-11-2015,135.3000031,135.5800018,134.4499969,134.6300049,134.6300049,1243000
30-11-2015,134.8200073,135.0899963,133.8200073,134.0899963,134.0899963,5087800
01-12-2015,134.8600006,136.5700073,134.3600006,136.4299927,136.4299927,3796900
02-12-2015,136.5,136.7400055,135.1000061,135.2700043,135.2700043,3710800
03-12-2015,135.3300018,135.5399933,132.2899933,132.6600037,132.6600037,4378300
04-12-2015,133.0899963,136.5200043,133,136.4799957,136.4799957,5520200
07-12-2015,136.1999969,136.4499969,134.6799927,135.6000061,135.6000061,2794900
08-12-2015,134.8999939,134.9900055,133.1699982,133.3600006,133.3600006,4055600
09-12-2015,133.1799927,134.1499939,131.1999969,131.7100067,131.7100067,4062900
10-12-2015,131.7200012,132.6199951,131.1900024,131.7100067,131.7100067,3463800
11-12-2015,130.3099976,130.9100037,129.5599976,130.3099976,130.3099976,5483100
14-12-2015,130.5,132.2299957,130.1100006,132.0200043,132.0200043,4418700
15-12-2015,133.25,135.6399994,132.7599945,134.8800049,134.8800049,4703300
16-12-2015,135.4900055,136.1199951,133.1000061,135.8800049,135.8800049,4930300
17-12-2015,135.7100067,136.1600037,133.8999939,133.9700012,133.9700012,3595900
18-12-2015,133.0399933,133.1699982,129.5299988,129.5299988,129.5299988,8791500
21-12-2015,131.1600037,131.6900024,129.6499939,131.1900024,131.1900024,4308400
22-12-2015,131.5500031,133.3300018,131.0399933,133.1399994,133.1399994,3714500
23-12-2015,133.3500061,134.4299927,133.1999969,134.1499939,134.1499939,3483200
24-12-2015,134.1199951,134.5500031,133.4799957,133.8899994,133.8899994,1367500
28-12-2015,133.4799957,133.5399933,132.5200043,133.1199951,133.1199951,2382900
29-12-2015,134,134.5500031,133,134.1399994,134.1399994,3135400
30-12-2015,133.9199982,134.1199951,133.0599976,133.2599945,133.2599945,2684300
31-12-2015,133,133.3699951,131.9499969,132.0399933,132.0399933,3405600
04-01-2016,130.1600037,131.0299988,128.7599945,130.75,130.75,6869100
05-01-2016,130.75,131.5299988,129.8099976,131.25,131.25,4084600
06-01-2016,129.9900055,131.7599945,129.7299957,131.3300018,131.3300018,5219400
07-01-2016,129.25,130.5399933,129,129.4799957,129.4799957,7382000
08-01-2016,130.1100006,130.3999939,128.2100067,128.3300018,128.3300018,6101600
11-01-2016,128.9199982,129.2299957,127.0400009,128.3600006,128.3600006,4353500
12-01-2016,129.1100006,129.4199982,127.5199966,128.8000031,128.8000031,4723400
13-01-2016,128.9700012,129.3800049,125.7099991,126.25,126.25,6042400
14-01-2016,126.4100037,128.9900055,126.0100021,128.0700073,128.0700073,6125300
15-01-2016,125.3399963,126.8099976,124.5100021,126.1399994,126.1399994,8145100
19-01-2016,126.8600006,128.2700043,126.7699966,127.7600021,127.7600021,5831700
20-01-2016,125.5999985,126.1200027,124.0400009,124.8300018,124.8300018,8024200
21-01-2016,125.5199966,126.75,124.3700027,125.6200027,125.6200027,3806100
22-01-2016,127.5,127.9300003,125.9199982,127.0400009,127.0400009,3765700
25-01-2016,126.5500031,126.9000015,123.9000015,124.1299973,124.1299973,5251500
26-01-2016,124.5699997,126.5199966,124.5699997,125.8899994,125.8899994,3694900
27-01-2016,125.2600021,127.2200012,124.6100006,125.1900024,125.1900024,3942600
28-01-2016,126,126.7200012,124.3700027,126.0100021,126.0100021,3513300
29-01-2016,126.6600037,129.7700043,126.1100006,129.7700043,129.7700043,6523800
01-02-2016,128.9400024,129.6399994,127.5400009,128.6600037,128.6600037,4443300
02-02-2016,127.5199966,127.8300018,125.5100021,125.6999969,125.6999969,4336700
03-02-2016,126.3399963,126.6299973,123.5500031,126.2399979,126.2399979,6607500
04-02-2016,126.0899963,127.6999969,125.75,127.4400024,127.4400024,4596300
05-02-2016,127.2799988,127.3899994,125.75,126.5599976,126.5599976,4732600
08-02-2016,125.6999969,127.8399963,124.9300003,126.7799988,126.7799988,6197700
09-02-2016,125.1500015,128.0800018,125.1500015,127.7200012,127.7200012,5246300
10-02-2016,128.4400024,129.1799927,126.2900009,126.5800018,126.5800018,4731100
11-02-2016,124.1100006,125.8399963,124.0400009,125.0899963,125.0899963,6061300
12-02-2016,126.7600021,128.2100067,126.0500031,128.0700073,128.0700073,5167600
16-02-2016,129.4400024,129.6000061,128.0700073,128.5599976,128.5599976,5912500
17-02-2016,129.1699982,130.4400024,128.9100037,130.2599945,130.2599945,4512100
18-02-2016,130.6000061,132.3500061,130.5899963,130.8600006,130.8600006,3866300
19-02-2016,130.3500061,131.6000061,130.0099945,131.0500031,131.0500031,4094200
22-02-2016,132.1900024,132.8699951,131.3300018,131.9900055,131.9900055,3720400
23-02-2016,131.1199951,131.9100037,130.6499939,130.7400055,130.7400055,3091500
24-02-2016,129.8999939,131.5,128.8800049,131.0299988,131.0299988,3635800
25-02-2016,131.6199951,132.3699951,130.4199982,132.3099976,132.3099976,3504200
26-02-2016,132.8200073,133.2899933,131.7700043,131.9199982,131.9199982,3851400
29-02-2016,133.3600006,135.1100006,132.9400024,134.1699982,134.1699982,7730100
01-03-2016,135.1100006,136.9400024,134.3200073,136.9400024,136.9400024,6068600
02-03-2016,136.9499969,137.1499939,135.8099976,136.7299957,136.7299957,3777800
03-03-2016,136.8000031,137.2400055,136.1300049,136.8399963,136.8399963,3936500
04-03-2016,136.9900055,138.0599976,136.5200043,137.9700012,137.9700012,4228600
07-03-2016,137.6999969,138.7899933,137.4299927,138.7200012,138.7200012,4571900
08-03-2016,138.25,138.6999969,137.4900055,137.8000031,137.8000031,4124500
09-03-2016,138.5500031,139.1499939,138.0700073,139.1300049,139.1300049,3165600
10-03-2016,139.75,139.75,137.8099976,138.6199951,138.6199951,4524300
11-03-2016,139.3399963,140.7599945,139.1100006,140.6499939,140.6499939,4306900
14-03-2016,140.8000031,141.2200012,139.4799957,139.7200012,139.7200012,4244200
15-03-2016,139.1199951,140.4100037,139.0099945,140.3999939,140.3999939,2838200
16-03-2016,139.8399963,140.4400024,139.5099945,139.8300018,139.8300018,3124200
17-03-2016,140,142.5800018,139.6799927,142.3999939,142.3999939,4461000
18-03-2016,142.8300018,142.9600067,141.4400024,142.1600037,142.1600037,7612100
21-03-2016,142.1600037,142.6100006,141.7100067,142.1300049,142.1300049,2441000
22-03-2016,141.9799957,142.9900055,141.6600037,142.1799927,142.1799927,3288100
23-03-2016,142.1699982,142.1699982,140.8999939,140.9600067,140.9600067,2647100
24-03-2016,140.2200012,140.6000061,139.5599976,140.1100006,140.1100006,3777900
28-03-2016,140.9499969,141.6199951,140.3300018,141.2899933,141.2899933,2668100
29-03-2016,141.2899933,142.0399933,140.5,141.8999939,141.8999939,3346200
30-03-2016,142.9100037,143.3999939,142.2899933,142.4600067,142.4600067,3161300
31-03-2016,142.5599976,143.0500031,141.4799957,141.8800049,141.8800049,3520200
01-04-2016,141.2100067,144.0500031,141.1100006,143.7899933,143.7899933,3985700
04-04-2016,143.9900055,143.9900055,142.7700043,143.2200012,143.2200012,3163900
05-04-2016,142.4199982,142.4799957,140.9299927,141.1999969,141.1999969,3166500
06-04-2016,141.3099976,141.8200073,140.4199982,141.6999969,141.6999969,2820200
07-04-2016,140.9299927,141.1999969,140.2700043,140.8099976,140.8099976,2920500
08-04-2016,141.5299988,141.9900055,140.6799927,141.0599976,141.0599976,2118400
11-04-2016,141.7899933,142.0899963,140.9600067,140.9900055,140.9900055,2381100
12-04-2016,141.25,142.4900055,140.9799957,142.3999939,142.3999939,2649300
13-04-2016,142.9499969,144.1399994,142.8899994,144.0399933,144.0399933,3562800
14-04-2016,144.1000061,144.3500061,143.4700012,143.7200012,143.7200012,2487300
15-04-2016,144.1399994,144.1600037,142.9400024,143.4499969,143.4499969,3124100
18-04-2016,143,144.4799957,142.9499969,144.3800049,144.3800049,2766000
19-04-2016,144.7799988,146.3800049,144.5099945,145.9499969,145.9499969,3657500
20-04-2016,145.9799957,146.4400024,145.3800049,146.0899963,146.0899963,2289000
21-04-2016,146.0899963,146.4199982,144.6699982,144.8600006,144.8600006,2879800
22-04-2016,145.3200073,146.3899994,144.9700012,146.1100006,146.1100006,2692400
25-04-2016,145.6499939,146.3699951,145.5,146.1799927,146.1799927,2198700
26-04-2016,146.5899963,147.1600037,146.3000031,147.0200043,147.0200043,2942600
27-04-2016,146.8999939,148.0299988,146.5,147.6000061,147.6000061,2991400
28-04-2016,146.6399994,147.4600067,145.7599945,146.0700073,146.0700073,2498100
29-04-2016,145.3999939,146.2200012,144.5200043,145.4799957,145.4799957,3895600
02-05-2016,145.7700043,147.1399994,145.6900024,146.8899994,146.8899994,2774600
03-05-2016,145.9100037,146.0899963,144.0800018,144.8300018,144.8300018,3551500
04-05-2016,144.1600037,144.3999939,143.3300018,144.2400055,144.2400055,2483200
05-05-2016,144.2200012,144.8200073,143.4799957,143.8800049,143.8800049,2438200
06-05-2016,143.8200073,144.8399963,143.3300018,144.6199951,144.6199951,2288100
09-05-2016,144.5399933,144.5399933,141.9199982,142.9100037,142.9100037,3644600
10-05-2016,143.3099976,144.8999939,143.25,144.7799988,144.7799988,3131000
11-05-2016,144.8800049,144.9799957,142.75,142.8699951,142.8699951,2939900
12-05-2016,143.4600067,143.7200012,142.3099976,143.3099976,143.3099976,2431200
13-05-2016,143.2100067,143.6999969,141.1300049,141.3999939,141.3999939,3232100
16-05-2016,141.3999939,142.1499939,141.2100067,141.8500061,141.8500061,2873300
17-05-2016,141.9700012,141.9900055,139.8999939,140.3399963,140.3399963,3963900
18-05-2016,140.1799927,141.8500061,139.9499969,141.4700012,141.4700012,2917800
19-05-2016,141.0700073,141.6499939,139.6799927,140.7899933,140.7899933,2803700
20-05-2016,141.4799957,142.4900055,141.1600037,141.8300018,141.8300018,3171000
